year,country,gdp_tier,industry,company_size,num_employees,rd_spend_pct_gdp,internet_penetration_pct,digital_maturity_index,ai_adoption_rate,adoption_level,prior_year_adoption_rate,adoption_momentum,rolling_3yr_avg,years_since_2018
2022,Australia,3,Media & Entertainment,Small,37,2.58,89.9,95.1,38.19,Medium,38.72,-0.5300000000000011,32.82666666666666,4
2023,Australia,3,Media & Entertainment,Small,80,2.55,85.3,100.0,52.85,Medium,38.19,14.660000000000004,37.379999999999995,5
2024,Australia,3,Media & Entertainment,Small,13,1.81,99.0,93.5,61.52,High,52.85,8.670000000000002,43.25333333333333,6
2025,Australia,3,Media & Entertainment,Small,62,2.59,93.8,90.5,73.42,High,61.52,11.899999999999999,50.85333333333333,7
2018,Australia,3,Retail,Large,39343,2.55,93.9,74.3,42.13,Medium,42.13,0.0,42.13,0
2019,Australia,3,Retail,Large,49336,2.87,94.8,97.8,50.5,Medium,42.13,8.369999999999997,42.13,1
2020,Australia,3,Retail,Large,1751,2.65,97.6,82.1,53.58,Medium,50.5,3.0799999999999983,46.315,2
2021,Australia,3,Retail,Large,38451,2.67,98.2,86.9,61.25,High,53.58,7.670000000000002,48.73666666666667,3
2022,Australia,3,Retail,Large,1860,2.64,97.8,84.4,75.22,High,61.25,13.969999999999999,55.11000000000001,4
2023,Australia,3,Retail,Large,28486,2.67,96.0,94.3,67.41,High,75.22,-7.810000000000002,63.35,5
2024,Australia,3,Retail,Large,9187,2.5,89.8,94.0,85.18,High,67.41,17.77000000000001,67.96,6
2025,Australia,3,Retail,Large,29853,2.55,99.0,95.9,96.84,High,85.18,11.659999999999997,75.93666666666667,7
2018,Australia,3,Retail,Medium,338,2.44,98.5,85.9,32.27,Medium,32.27,0.0,32.27,0
2019,Australia,3,Retail,Medium,505,2.21,99.0,100.0,29.93,Low,32.27,-2.3400000000000034,32.27,1
2020,Australia,3,Retail,Medium,109,2.68,99.0,86.4,42.53,Medium,29.93,12.600000000000001,31.1,2
2021,Australia,3,Retail,Medium,523,2.82,89.1,100.0,35.59,Medium,42.53,-6.939999999999998,34.910000000000004,3
2022,Australia,3,Retail,Medium,603,2.85,91.3,84.2,47.72,Medium,35.59,12.129999999999995,36.01666666666667,4
2023,Australia,3,Retail,Medium,854,2.72,96.8,95.8,58.75,High,47.72,11.030000000000001,41.946666666666665,5
2024,Australia,3,Retail,Medium,363,2.58,99.0,94.2,70.89,High,58.75,12.14,47.35333333333333,6
2025,Australia,3,Retail,Medium,175,2.95,96.9,77.4,80.29,High,70.89,9.400000000000006,59.120000000000005,7
2018,Australia,3,Retail,Small,92,2.5,99.0,92.8,8.35,Low,8.35,0.0,8.35,0
2019,Australia,3,Retail,Small,48,2.29,99.0,99.9,16.68,Low,8.35,8.33,8.35,1
2020,Australia,3,Retail,Small,20,2.68,99.0,99.4,22.03,Low,16.68,5.350000000000001,12.515,2
2021,Australia,3,Retail,Small,97,2.47,91.8,89.7,28.59,Low,22.03,6.559999999999999,15.686666666666667,3
2022,Australia,3,Retail,Small,75,2.82,99.0,81.5,42.43,Medium,28.59,13.84,22.433333333333334,4
2023,Australia,3,Retail,Small,5,2.62,99.0,91.0,50.52,Medium,42.43,8.090000000000003,31.01666666666667,5
2024,Australia,3,Retail,Small,17,2.42,99.0,87.3,61.04,High,50.52,10.519999999999996,40.513333333333335,6
2025,Australia,3,Retail,Small,10,2.84,99.0,78.9,63.41,High,61.04,2.3699999999999974,51.330000000000005,7
2018,Australia,3,Technology,Large,31432,2.64,99.0,84.9,62.67,High,62.67,0.0,62.67,0
2019,Australia,3,Technology,Large,24358,3.11,90.9,100.0,65.99,High,62.67,3.319999999999993,62.67,1
2020,Australia,3,Technology,Large,15410,2.3,94.5,97.4,81.41,High,65.99,15.420000000000002,64.33,2
2021,Australia,3,Technology,Large,24845,2.6,97.4,83.1,80.6,High,81.41,-0.8100000000000023,70.02333333333333,3
2022,Australia,3,Technology,Large,7823,2.16,99.0,88.2,84.92,High,80.6,4.320000000000007,75.99999999999999,4
2023,Australia,3,Technology,Large,41504,2.12,99.0,90.0,91.55,High,84.92,6.6299999999999955,82.31,5
2024,Australia,3,Technology,Large,23470,2.52,98.0,99.8,97.0,High,91.55,5.450000000000003,85.69,6
2025,Australia,3,Technology,Large,21310,2.55,99.0,99.5,97.0,High,97.0,0.0,91.15666666666668,7
2018,Australia,3,Technology,Medium,303,2.46,94.8,98.5,40.7,Medium,40.7,0.0,40.7,0
2019,Australia,3,Technology,Medium,297,2.52,99.0,99.7,41.81,Medium,40.7,1.1099999999999994,40.7,1
2020,Australia,3,Technology,Medium,752,2.8,97.8,100.0,64.26,High,41.81,22.450000000000003,41.255,2
2021,Australia,3,Technology,Medium,807,2.86,86.1,100.0,71.1,High,64.26,6.839999999999989,48.92333333333334,3
2022,Australia,3,Technology,Medium,609,3.11,99.0,90.9,64.32,High,71.1,-6.780000000000001,59.05666666666667,4
2023,Australia,3,Technology,Medium,135,2.58,97.7,100.0,84.31,High,64.32,19.99000000000001,66.56,5
2024,Australia,3,Technology,Medium,629,2.86,99.0,84.9,91.66,High,84.31,7.349999999999994,73.24333333333334,6
2025,Australia,3,Technology,Medium,302,2.4,99.0,94.4,97.0,High,91.66,5.340000000000003,80.09666666666665,7
2018,Australia,3,Technology,Small,41,2.33,88.4,100.0,22.01,Low,22.01,0.0,22.01,0
2019,Australia,3,Technology,Small,90,2.66,87.9,87.8,26.73,Low,22.01,4.719999999999999,22.01,1
2020,Australia,3,Technology,Small,27,2.92,94.5,100.0,33.17,Medium,26.73,6.440000000000001,24.37,2
2021,Australia,3,Technology,Small,95,2.88,88.5,100.0,47.76,Medium,33.17,14.589999999999996,27.30333333333333,3
2022,Australia,3,Technology,Small,76,2.87,99.0,79.5,48.37,Medium,47.76,0.6099999999999994,35.88666666666666,4
2023,Australia,3,Technology,Small,85,2.84,97.2,91.8,64.15,High,48.37,15.780000000000008,43.1,5
2024,Australia,3,Technology,Small,77,3.03,99.0,100.0,70.31,High,64.15,6.159999999999997,53.42666666666667,6
2025,Australia,3,Technology,Small,21,2.36,99.0,97.7,78.13,High,70.31,7.819999999999993,60.943333333333335,7
2018,Brazil,2,Agriculture,Large,40903,1.72,88.3,55.1,12.36,Low,12.36,0.0,12.36,0
2019,Brazil,2,Agriculture,Large,30048,1.7,85.6,58.3,8.32,Low,12.36,-4.039999999999999,12.36,1
2020,Brazil,2,Agriculture,Large,24544,1.4,85.3,58.0,17.3,Low,8.32,8.98,10.34,2
2021,Brazil,2,Agriculture,Large,4262,1.73,74.0,81.6,20.78,Low,17.3,3.4800000000000004,12.660000000000002,3
2022,Brazil,2,Agriculture,Large,37273,1.8,79.9,70.3,33.54,Medium,20.78,12.759999999999998,15.466666666666669,4
2023,Brazil,2,Agriculture,Large,19114,1.54,89.1,65.3,45.56,Medium,33.54,12.020000000000003,23.873333333333335,5
2024,Brazil,2,Agriculture,Large,35574,2.04,82.2,54.5,47.55,Medium,45.56,1.9899999999999949,33.29333333333333,6
2025,Brazil,2,Agriculture,Large,9421,2.34,93.0,61.9,55.26,High,47.55,7.710000000000001,42.21666666666667,7
2018,Brazil,2,Agriculture,Medium,781,2.01,80.6,60.9,2.0,Low,2.0,0.0,2.0,0
2019,Brazil,2,Agriculture,Medium,923,2.23,89.4,65.9,3.97,Low,2.0,1.9700000000000002,2.0,1
2020,Brazil,2,Agriculture,Medium,549,1.83,79.5,53.1,9.99,Low,3.97,6.02,2.9850000000000003,2
2021,Brazil,2,Agriculture,Medium,198,1.89,85.5,59.4,19.59,Low,9.99,9.6,5.32,3
2022,Brazil,2,Agriculture,Medium,287,1.6,80.9,55.0,26.13,Low,19.59,6.539999999999999,11.183333333333332,4
2023,Brazil,2,Agriculture,Medium,487,1.42,98.1,68.7,30.4,Medium,26.13,4.27,18.57,5
2024,Brazil,2,Agriculture,Medium,713,2.1,87.4,57.8,46.06,Medium,30.4,15.660000000000004,25.373333333333335,6
2025,Brazil,2,Agriculture,Medium,232,2.06,71.1,58.3,47.73,Medium,46.06,1.6699999999999946,34.196666666666665,7
2018,Brazil,2,Agriculture,Small,58,1.75,78.7,60.2,2.0,Low,2.0,0.0,2.0,0
2019,Brazil,2,Agriculture,Small,62,2.16,77.5,59.9,2.0,Low,2.0,0.0,2.0,1
2020,Brazil,2,Agriculture,Small,81,2.37,77.3,75.6,6.05,Low,2.0,4.05,2.0,2
2021,Brazil,2,Agriculture,Small,71,2.11,80.4,66.2,10.91,Low,6.05,4.86,3.35,3
2022,Brazil,2,Agriculture,Small,34,1.9,91.3,71.1,15.48,Low,10.91,4.57,6.32,4
2023,Brazil,2,Agriculture,Small,63,1.74,75.0,73.1,25.84,Low,15.48,10.36,10.813333333333333,5
2024,Brazil,2,Agriculture,Small,33,1.92,88.5,59.1,39.05,Medium,25.84,13.209999999999997,17.41,6
2025,Brazil,2,Agriculture,Small,29,1.78,69.4,74.2,45.12,Medium,39.05,6.07,26.790000000000003,7
2018,Brazil,2,Automotive,Large,47960,2.07,72.1,90.6,29.66,Low,29.66,0.0,29.66,0
2019,Brazil,2,Automotive,Large,16981,1.84,79.2,85.7,35.41,Medium,29.66,5.7499999999999964,29.66,1
2020,Brazil,2,Automotive,Large,26823,2.15,81.2,54.3,41.55,Medium,35.41,6.140000000000001,32.535,2
2021,Brazil,2,Automotive,Large,23084,1.96,74.3,72.3,53.75,Medium,41.55,12.200000000000003,35.54,3
2022,Brazil,2,Automotive,Large,24013,1.98,83.3,61.7,48.82,Medium,53.75,-4.93,43.56999999999999,4
2023,Brazil,2,Automotive,Large,13841,2.44,81.0,69.5,74.63,High,48.82,25.809999999999995,48.04,5
2024,Brazil,2,Automotive,Large,12882,2.22,83.0,63.1,81.94,High,74.63,7.310000000000002,59.06666666666666,6
2025,Brazil,2,Automotive,Large,3294,1.98,84.8,68.4,90.12,High,81.94,8.180000000000007,68.46333333333332,7
2018,Brazil,2,Automotive,Medium,886,2.03,73.5,64.9,13.59,Low,13.59,0.0,13.59,0
2019,Brazil,2,Automotive,Medium,150,2.39,76.8,89.0,21.54,Low,13.59,7.949999999999999,13.59,1
2020,Brazil,2,Automotive,Medium,518,2.13,96.1,75.7,30.88,Medium,21.54,9.34,17.564999999999998,2
2021,Brazil,2,Automotive,Medium,616,1.41,71.6,86.7,31.84,Medium,30.88,0.9600000000000009,22.00333333333333,3
2022,Brazil,2,Automotive,Medium,987,2.1,86.2,73.7,43.52,Medium,31.84,11.680000000000003,28.086666666666662,4
2023,Brazil,2,Automotive,Medium,990,2.1,84.2,95.1,58.52,High,43.52,15.0,35.413333333333334,5
2024,Brazil,2,Automotive,Medium,877,1.67,70.5,75.8,60.11,High,58.52,1.5899999999999963,44.62666666666667,6
2025,Brazil,2,Automotive,Medium,308,2.09,76.9,69.9,68.25,High,60.11,8.14,54.050000000000004,7
2018,Brazil,2,Automotive,Small,23,1.5,81.8,56.9,2.0,Low,2.0,0.0,2.0,0
2019,Brazil,2,Automotive,Small,89,1.48,90.4,69.7,14.58,Low,2.0,12.58,2.0,1
2020,Brazil,2,Automotive,Small,32,1.66,71.4,60.9,15.43,Low,14.58,0.8499999999999996,8.29,2
2021,Brazil,2,Automotive,Small,71,1.64,72.9,68.3,24.65,Low,15.43,9.219999999999999,10.67,3
2022,Brazil,2,Automotive,Small,56,2.23,96.6,67.8,41.92,Medium,24.65,17.270000000000003,18.22,4
2023,Brazil,2,Automotive,Small,31,1.51,81.0,71.1,37.16,Medium,41.92,-4.760000000000005,27.333333333333332,5
2024,Brazil,2,Automotive,Small,19,1.57,83.1,70.5,46.77,Medium,37.16,9.610000000000007,34.57666666666666,6
2025,Brazil,2,Automotive,Small,64,2.01,78.3,71.3,54.62,Medium,46.77,7.849999999999994,41.949999999999996,7
2018,Brazil,2,Education,Large,43629,2.13,77.2,54.5,9.63,Low,9.63,0.0,9.63,0
2019,Brazil,2,Education,Large,33383,2.11,73.2,81.7,26.77,Low,9.63,17.14,9.63,1
2020,Brazil,2,Education,Large,14755,1.83,89.5,66.9,21.24,Low,26.77,-5.530000000000001,18.2,2
2021,Brazil,2,Education,Large,20058,2.04,65.3,68.8,46.11,Medium,21.24,24.87,19.213333333333335,3
2022,Brazil,2,Education,Large,46301,1.87,88.8,55.7,38.58,Medium,46.11,-7.530000000000001,31.373333333333335,4
2023,Brazil,2,Education,Large,27592,1.8,70.3,67.0,55.01,High,38.58,16.43,35.31,5
2024,Brazil,2,Education,Large,3177,2.48,85.1,75.0,59.9,High,55.01,4.890000000000001,46.56666666666666,6
2025,Brazil,2,Education,Large,27409,1.99,85.8,62.2,76.08,High,59.9,16.18,51.163333333333334,7
2018,Brazil,2,Education,Medium,883,1.99,73.9,66.9,19.42,Low,19.42,0.0,19.42,0
2019,Brazil,2,Education,Medium,176,2.11,84.4,65.5,19.56,Low,19.42,0.13999999999999702,19.42,1
2020,Brazil,2,Education,Medium,403,1.92,89.2,73.1,21.23,Low,19.56,1.6700000000000017,19.490000000000002,2
2021,Brazil,2,Education,Medium,394,2.01,82.7,75.1,21.99,Low,21.23,0.759999999999998,20.07,3
2022,Brazil,2,Education,Medium,487,2.31,80.5,55.3,28.74,Low,21.99,6.75,20.926666666666666,4
2023,Brazil,2,Education,Medium,144,1.4,71.2,79.3,44.18,Medium,28.74,15.440000000000001,23.986666666666665,5
2024,Brazil,2,Education,Medium,837,1.89,84.0,75.3,60.46,High,44.18,16.28,31.636666666666667,6
2025,Brazil,2,Education,Medium,296,1.89,69.9,67.8,55.75,High,60.46,-4.710000000000001,44.46,7
2018,Brazil,2,Education,Small,29,1.89,97.5,82.4,2.0,Low,2.0,0.0,2.0,0
2019,Brazil,2,Education,Small,61,1.92,73.8,57.1,9.45,Low,2.0,7.449999999999999,2.0,1
2020,Brazil,2,Education,Small,32,1.62,74.0,66.5,13.21,Low,9.45,3.7600000000000016,5.725,2
2021,Brazil,2,Education,Small,50,1.68,91.2,97.2,19.8,Low,13.21,6.59,8.22,3
2022,Brazil,2,Education,Small,38,1.38,80.9,65.7,23.92,Low,19.8,4.120000000000001,14.153333333333334,4
2023,Brazil,2,Education,Small,16,1.72,85.4,70.4,40.04,Medium,23.92,16.119999999999997,18.97666666666667,5
2024,Brazil,2,Education,Small,94,1.96,73.5,72.1,40.03,Medium,40.04,-0.00999999999999801,27.919999999999998,6
2025,Brazil,2,Education,Small,71,2.11,83.4,63.3,58.86,High,40.03,18.83,34.663333333333334,7
2018,Brazil,2,Financial Services,Large,39794,2.19,68.8,83.6,30.83,Medium,30.83,0.0,30.83,0
2019,Brazil,2,Financial Services,Large,2153,1.97,65.1,83.4,40.42,Medium,30.83,9.590000000000003,30.83,1
2020,Brazil,2,Financial Services,Large,17690,1.68,71.4,68.8,52.63,Medium,40.42,12.21,35.625,2
2021,Brazil,2,Financial Services,Large,6167,2.31,70.7,78.4,55.57,High,52.63,2.9399999999999977,41.29333333333333,3
2022,Brazil,2,Financial Services,Large,40565,1.69,67.0,81.0,61.83,High,55.57,6.259999999999998,49.54,4
2023,Brazil,2,Financial Services,Large,25937,2.15,71.3,56.4,61.89,High,61.83,0.060000000000002274,56.67666666666667,5
2024,Brazil,2,Financial Services,Large,15202,2.02,81.8,66.9,79.79,High,61.89,17.900000000000006,59.76333333333334,6
2025,Brazil,2,Financial Services,Large,27728,1.15,88.0,77.1,94.19,High,79.79,14.399999999999991,67.83666666666666,7
2018,Brazil,2,Financial Services,Medium,642,2.11,66.8,77.7,18.28,Low,18.28,0.0,18.28,0
2019,Brazil,2,Financial Services,Medium,715,1.75,83.0,84.0,24.48,Low,18.28,6.199999999999999,18.28,1
2020,Brazil,2,Financial Services,Medium,282,1.51,83.8,71.8,30.82,Medium,24.48,6.34,21.380000000000003,2
2021,Brazil,2,Financial Services,Medium,788,1.46,81.8,82.1,41.54,Medium,30.82,10.719999999999999,24.526666666666667,3
2022,Brazil,2,Financial Services,Medium,177,1.86,70.8,59.8,47.81,Medium,41.54,6.270000000000003,32.28,4
2023,Brazil,2,Financial Services,Medium,804,1.73,66.1,86.7,54.4,Medium,47.81,6.589999999999996,40.056666666666665,5
2024,Brazil,2,Financial Services,Medium,970,1.41,76.9,58.9,68.21,High,54.4,13.809999999999995,47.916666666666664,6
2025,Brazil,2,Financial Services,Medium,606,1.65,89.4,69.2,73.61,High,68.21,5.400000000000006,56.80666666666667,7
2018,Brazil,2,Financial Services,Small,31,1.56,89.8,67.1,8.03,Low,8.03,0.0,8.03,0
2019,Brazil,2,Financial Services,Small,25,1.97,87.6,88.8,8.13,Low,8.03,0.10000000000000142,8.03,1
2020,Brazil,2,Financial Services,Small,13,2.22,74.9,81.3,26.36,Low,8.13,18.229999999999997,8.08,2
2021,Brazil,2,Financial Services,Small,30,2.11,75.1,61.3,32.52,Medium,26.36,6.160000000000004,14.173333333333332,3
2022,Brazil,2,Financial Services,Small,65,2.04,64.0,82.5,32.44,Medium,32.52,-0.0800000000000054,22.33666666666667,4
2023,Brazil,2,Financial Services,Small,81,2.38,65.6,78.3,37.93,Medium,32.44,5.490000000000002,30.44,5
2024,Brazil,2,Financial Services,Small,65,2.22,77.9,66.1,50.85,Medium,37.93,12.920000000000002,34.296666666666674,6
2025,Brazil,2,Financial Services,Small,15,1.83,81.5,71.7,69.73,High,50.85,18.880000000000003,40.406666666666666,7
2018,Brazil,2,Gaming,Large,2535,1.95,65.8,62.6,37.18,Medium,37.18,0.0,37.18,0
2019,Brazil,2,Gaming,Large,46543,2.13,76.8,65.8,35.12,Medium,37.18,-2.0600000000000023,37.18,1
2020,Brazil,2,Gaming,Large,38451,1.86,90.0,72.4,49.27,Medium,35.12,14.150000000000006,36.15,2
2021,Brazil,2,Gaming,Large,9448,1.75,85.1,74.6,46.24,Medium,49.27,-3.030000000000001,40.52333333333333,3
2022,Brazil,2,Gaming,Large,23567,1.7,88.0,74.8,55.27,High,46.24,9.030000000000001,43.54333333333333,4
2023,Brazil,2,Gaming,Large,29634,1.68,73.6,60.5,69.54,High,55.27,14.270000000000003,50.26,5
2024,Brazil,2,Gaming,Large,22735,1.59,89.3,87.6,83.11,High,69.54,13.569999999999993,57.01666666666667,6
2025,Brazil,2,Gaming,Large,41944,2.08,75.8,81.6,88.96,High,83.11,5.849999999999994,69.30666666666667,7
2018,Brazil,2,Gaming,Medium,236,1.3,85.7,72.5,19.67,Low,19.67,0.0,19.67,0
2019,Brazil,2,Gaming,Medium,795,1.57,65.8,76.1,23.64,Low,19.67,3.969999999999999,19.67,1
2020,Brazil,2,Gaming,Medium,876,1.96,88.5,75.8,36.85,Medium,23.64,13.21,21.655,2
2021,Brazil,2,Gaming,Medium,544,2.35,78.3,67.8,39.57,Medium,36.85,2.719999999999999,26.72,3
2022,Brazil,2,Gaming,Medium,434,1.67,75.5,70.1,45.46,Medium,39.57,5.890000000000001,33.35333333333333,4
2023,Brazil,2,Gaming,Medium,891,2.07,79.1,75.8,57.03,High,45.46,11.57,40.626666666666665,5
2024,Brazil,2,Gaming,Medium,916,1.95,88.1,78.7,68.51,High,57.03,11.480000000000004,47.35333333333333,6
2025,Brazil,2,Gaming,Medium,459,2.06,85.3,85.6,74.47,High,68.51,5.959999999999994,57.0,7
2018,Brazil,2,Gaming,Small,33,1.79,78.0,84.4,19.65,Low,19.65,0.0,19.65,0
2019,Brazil,2,Gaming,Small,81,1.73,75.2,75.1,15.61,Low,19.65,-4.039999999999999,19.65,1
2020,Brazil,2,Gaming,Small,87,1.33,73.8,68.3,29.4,Low,15.61,13.79,17.63,2
2021,Brazil,2,Gaming,Small,80,1.72,70.6,72.3,34.81,Medium,29.4,5.410000000000004,21.55333333333333,3
2022,Brazil,2,Gaming,Small,81,1.77,90.9,61.8,31.63,Medium,34.81,-3.1800000000000033,26.606666666666666,4
2023,Brazil,2,Gaming,Small,7,2.08,79.7,95.0,48.27,Medium,31.63,16.640000000000004,31.94666666666667,5
2024,Brazil,2,Gaming,Small,5,2.2,87.0,73.2,66.94,High,48.27,18.669999999999995,38.236666666666665,6
2025,Brazil,2,Gaming,Small,87,1.91,77.4,67.4,59.64,High,66.94,-7.299999999999997,48.946666666666665,7
2018,Brazil,2,Government,Large,32592,1.43,82.9,57.9,5.15,Low,5.15,0.0,5.15,0
2019,Brazil,2,Government,Large,39887,1.5,83.5,72.0,14.63,Low,5.15,9.48,5.15,1
2020,Brazil,2,Government,Large,27555,2.02,84.9,64.7,31.02,Medium,14.63,16.39,9.89,2
2021,Brazil,2,Government,Large,25581,1.82,86.0,52.2,31.04,Medium,31.02,0.019999999999999574,16.933333333333334,3
2022,Brazil,2,Government,Large,39910,2.05,64.0,71.0,32.38,Medium,31.04,1.3400000000000034,25.563333333333333,4
2023,Brazil,2,Government,Large,28135,2.22,87.4,64.0,41.65,Medium,32.38,9.269999999999996,31.48,5
2024,Brazil,2,Government,Large,18480,1.71,85.0,64.1,55.03,High,41.65,13.380000000000003,35.02333333333333,6
2025,Brazil,2,Government,Large,15250,1.79,91.9,76.1,66.08,High,55.03,11.049999999999997,43.02,7
2018,Brazil,2,Government,Medium,627,2.62,93.4,62.7,2.0,Low,2.0,0.0,2.0,0
2019,Brazil,2,Government,Medium,840,1.99,82.1,67.4,2.0,Low,2.0,0.0,2.0,1
2020,Brazil,2,Government,Medium,824,1.87,75.1,70.5,16.61,Low,2.0,14.61,2.0,2
2021,Brazil,2,Government,Medium,753,1.84,79.1,66.9,26.47,Low,16.61,9.86,6.87,3
2022,Brazil,2,Government,Medium,673,1.98,74.1,65.1,34.19,Medium,26.47,7.719999999999999,15.026666666666666,4
2023,Brazil,2,Government,Medium,683,1.72,83.5,33.5,34.21,Medium,34.19,0.020000000000003126,25.756666666666664,5
2024,Brazil,2,Government,Medium,683,1.49,90.5,65.5,48.72,Medium,34.21,14.509999999999998,31.623333333333335,6
2025,Brazil,2,Government,Medium,761,1.56,77.8,78.1,61.95,High,48.72,13.230000000000004,39.04,7
2018,Brazil,2,Government,Small,97,1.4,79.7,62.2,2.0,Low,2.0,0.0,2.0,0
2019,Brazil,2,Government,Small,10,2.19,78.1,64.0,5.88,Low,2.0,3.88,2.0,1
2020,Brazil,2,Government,Small,72,2.52,74.8,77.7,14.15,Low,5.88,8.27,3.94,2
2021,Brazil,2,Government,Small,30,1.93,80.0,78.3,16.11,Low,14.15,1.959999999999999,7.343333333333334,3
2022,Brazil,2,Government,Small,25,1.9,75.2,52.9,24.42,Low,16.11,8.310000000000002,12.046666666666667,4
2023,Brazil,2,Government,Small,44,2.13,85.7,49.9,28.22,Low,24.42,3.799999999999997,18.22666666666667,5
2024,Brazil,2,Government,Small,19,2.06,83.3,64.6,36.64,Medium,28.22,8.420000000000002,22.916666666666668,6
2025,Brazil,2,Government,Small,82,1.68,74.0,56.1,43.63,Medium,36.64,6.990000000000002,29.76,7
2018,Brazil,2,Healthcare,Large,10717,1.92,88.0,68.7,29.21,Low,29.21,0.0,29.21,0
2019,Brazil,2,Healthcare,Large,26187,1.99,80.4,62.7,33.14,Medium,29.21,3.9299999999999997,29.21,1
2020,Brazil,2,Healthcare,Large,47498,1.81,80.5,71.9,41.38,Medium,33.14,8.240000000000002,31.175,2
2021,Brazil,2,Healthcare,Large,48471,2.33,84.2,70.9,52.63,Medium,41.38,11.25,34.57666666666667,3
2022,Brazil,2,Healthcare,Large,10435,2.06,76.5,59.1,57.68,High,52.63,5.049999999999997,42.38333333333333,4
2023,Brazil,2,Healthcare,Large,15197,2.19,77.7,70.1,72.38,High,57.68,14.699999999999996,50.56333333333333,5
2024,Brazil,2,Healthcare,Large,3283,1.81,79.1,66.6,77.24,High,72.38,4.859999999999999,60.89666666666667,6
2025,Brazil,2,Healthcare,Large,15739,2.02,79.8,91.6,97.0,High,77.24,19.760000000000005,69.10000000000001,7
2018,Brazil,2,Healthcare,Medium,144,1.62,94.5,57.6,17.77,Low,17.77,0.0,17.77,0
2019,Brazil,2,Healthcare,Medium,105,1.6,71.5,59.1,27.87,Low,17.77,10.100000000000001,17.77,1
2020,Brazil,2,Healthcare,Medium,367,2.33,82.3,60.8,28.43,Low,27.87,0.5599999999999987,22.82,2
2021,Brazil,2,Healthcare,Medium,964,2.14,83.7,74.4,32.39,Medium,28.43,3.960000000000001,24.689999999999998,3
2022,Brazil,2,Healthcare,Medium,851,1.44,78.6,74.8,35.37,Medium,32.39,2.979999999999997,29.563333333333333,4
2023,Brazil,2,Healthcare,Medium,978,1.55,83.2,68.8,51.18,Medium,35.37,15.810000000000002,32.06333333333333,5
2024,Brazil,2,Healthcare,Medium,860,2.04,71.3,74.8,62.64,High,51.18,11.46,39.64666666666667,6
2025,Brazil,2,Healthcare,Medium,381,1.56,77.2,85.6,66.13,High,62.64,3.489999999999995,49.73,7
2018,Brazil,2,Healthcare,Small,19,1.71,85.4,71.6,5.38,Low,5.38,0.0,5.38,0
2019,Brazil,2,Healthcare,Small,75,2.26,77.7,65.3,18.11,Low,5.38,12.73,5.38,1
2020,Brazil,2,Healthcare,Small,13,1.82,80.9,63.8,18.83,Low,18.11,0.7199999999999989,11.745,2
2021,Brazil,2,Healthcare,Small,62,2.17,67.2,73.1,33.47,Medium,18.83,14.64,14.106666666666664,3
2022,Brazil,2,Healthcare,Small,45,2.18,65.3,68.3,27.91,Low,33.47,-5.559999999999999,23.47,4
